Genotype,Fieldplot,Replicate,FOV,image_name,index,label,stoma_area,x_center,y_center,width,length,angle,ellipse_area,R2,length_width_ratio,note
Z019E0047,496,1,1,496_leaf1_1,12,496_leaf1_1.tif_12,872.8027344,416.8061044,89.08807314,37.82186483,29.49830785,0.722839384,876.253818,0.751934873,0.779927378,0
Z019E0047,496,1,1,496_leaf1_1,13,496_leaf1_1.tif_13,772.7050781,386.1340706,166.6509281,25.8781171,38.22799559,3.104475231,776.9696996,0.766839322,1.477232499,0
Z019E0047,496,1,1,496_leaf1_1,14,496_leaf1_1.tif_14,936.2792969,453.4834866,268.2764646,25.96950164,45.95752924,3.11339233,937.3680984,0.82331371,1.76967313,0
Z019E0047,496,1,1,496_leaf1_1,15,496_leaf1_1.tif_15,892.3339844,283.106541,251.2439973,26.52585692,42.8781494,0.080368549,893.295893,0.754988364,1.616466134,0
Z019E0047,496,1,1,496_leaf1_1,16,496_leaf1_1.tif_16,745.8496094,247.0945965,455.3205876,24.80501559,38.34526572,2.975053674,747.0353225,0.81985827,1.545867431,0
Z019E0047,496,1,1,496_leaf1_1,17,496_leaf1_1.tif_17,887.4511719,348.5228167,162.3223939,30.19402386,37.70231762,0.149411522,894.0852354,0.748746825,1.248668206,0
Z019E0047,496,1,1,496_leaf1_1,18,496_leaf1_1.tif_18,616.4550781,189.2609625,342.156109,20.69531223,38.09034557,0.125146425,619.1227705,0.819717193,1.840530124,0
Z019E0047,496,1,1,496_leaf1_1,19,496_leaf1_1.tif_19,631.1035156,224.4655973,363.8479075,20.92678728,38.61110894,0.025304343,634.6067923,0.785735326,1.845056693,0
Z019E0047,496,1,1,496_leaf1_1,20,496_leaf1_1.tif_20,914.3066406,111.9088558,35.98748089,29.70652263,39.21470672,3.065569594,914.9359029,0.864114469,1.320070586,0
Z019E0047,496,1,1,496_leaf1_1,21,496_leaf1_1.tif_21,399.1699219,506.5768535,66.72377071,22.65371832,23.26684472,3.07048297,413.9680932,-0.066342231,1.027065155,edge
Z019E0047,496,1,1,496_leaf1_1,22,496_leaf1_1.tif_22,809.3261719,300.2261423,155.5737395,25.47091415,40.5518794,0.022252617,811.2326099,0.870979289,1.592085748,0
Z019E0047,496,1,1,496_leaf1_1,23,496_leaf1_1.tif_23,904.5410156,164.0976219,41.29342414,26.60261737,43.47038128,3.025045243,908.2547939,0.828901997,1.634064073,0
Z019E0047,496,1,1,496_leaf1_1,24,496_leaf1_1.tif_24,469.9707031,506.0323308,476.624158,23.24000875,26.9667965,2.663502632,492.215773,-0.72170472,1.160360858,edge
Z019E0047,496,1,1,496_leaf1_1,25,496_leaf1_1.tif_25,740.9667969,140.9821364,452.806167,23.32535433,40.55950666,3.094858008,743.0376069,0.818804454,1.738859187,0
Z019E0047,496,1,1,496_leaf1_1,26,496_leaf1_1.tif_26,870.3613281,452.9615165,60.21011196,28.04402707,39.62596291,0.054514798,872.7906552,0.799850867,1.41299118,0
Z019E0047,496,1,1,496_leaf1_1,27,496_leaf1_1.tif_27,596.9238281,32.1044619,343.9996878,21.22587107,35.98839626,3.091789518,599.9539225,0.840210547,1.69549679,0
Z019E0047,496,1,1,496_leaf1_1,28,496_leaf1_1.tif_28,242.9199219,4.587700327,41.32548124,15.45645182,20.7768827,1.565112601,252.2203208,0.417428771,1.344220714,edge
Z019E0047,496,1,1,496_leaf1_1,29,496_leaf1_1.tif_29,1009.521484,154.5880573,250.2282929,26.70190019,48.3129698,3.025087992,1013.201406,0.811331718,1.809345756,0
Z019E0047,496,1,1,496_leaf1_1,30,496_leaf1_1.tif_30,465.0878906,16.31038844,367.9886229,17.77639943,33.52912061,3.101438593,468.1185431,0.800097472,1.886159272,0
Z019E0047,496,1,1,496_leaf1_1,31,496_leaf1_1.tif_31,794.6777344,31.91627124,459.2219913,23.62213584,42.98794399,3.06219877,797.545958,0.831409439,1.819816137,0
Z019E0047,496,1,1,496_leaf1_1,32,496_leaf1_1.tif_32,750.7324219,460.7756481,480.756779,24.77893347,38.72153169,3.062108967,753.5724615,0.747864957,1.562679513,0
Z019E0047,496,1,1,496_leaf1_1,33,496_leaf1_1.tif_33,750.7324219,478.5870256,377.6742024,24.49622547,39.1454056,2.996268602,753.12983,0.72500852,1.598017852,0
Z019E0047,496,1,1,496_leaf1_1,34,496_leaf1_1.tif_34,623.7792969,75.77289406,343.2395641,22.3945248,35.52471436,2.968849642,624.8306534,0.788395546,1.586312489,0
Z019E0047,496,1,1,496_leaf1_1,35,496_leaf1_1.tif_35,1107.177734,187.6104693,153.1386122,29.40718439,48.01082659,3.128045765,1108.874788,0.842203849,1.632622354,0
Z019E0047,496,1,1,496_leaf1_1,36,496_leaf1_1.tif_36,765.3808594,85.80018902,458.222146,24.37747346,40.01675583,3.033624113,766.1617229,0.724891158,1.641546483,0
Z019E0047,496,1,1,496_leaf1_1,37,496_leaf1_1.tif_37,792.2363281,334.040494,262.1428787,23.75755436,42.69711227,0.155706732,796.6913767,0.713193468,1.797201497,0
Z019E0047,496,1,1,496_leaf1_1,38,496_leaf1_1.tif_38,653.0761719,135.1543121,339.5071329,22.45197881,37.18885059,3.037604125,655.778631,0.825103745,1.656372959,0
Z019E0047,496,1,1,496_leaf1_1,39,496_leaf1_1.tif_39,933.8378906,79.96310691,251.5474673,27.34734656,43.53782004,3.0660463,935.1294955,0.677591837,1.592030874,0
Z019E0047,496,1,1,496_leaf1_1,40,496_leaf1_1.tif_40,941.1621094,339.0866721,53.16267559,27.83396827,43.34429289,3.09010605,947.5386448,0.825769372,1.55724446,0
Z019E0047,496,1,1,496_leaf1_1,41,496_leaf1_1.tif_41,819.0917969,192.4961043,456.4153815,25.10387039,41.68606978,0.001719508,821.9047996,0.85322792,1.660543539,0
Z019E0047,496,1,1,496_leaf1_1,42,496_leaf1_1.tif_42,675.0488281,160.5484998,361.5210898,22.05161437,39.06904365,3.109722719,676.6483873,0.759992834,1.771709,0
Z019E0047,496,1,1,496_leaf1_1,43,496_leaf1_1.tif_43,928.9550781,219.3717997,46.38905868,27.9107234,42.36630993,0.016917254,928.7131889,0.781481057,1.517922317,0
Z019E0047,496,1,1,496_leaf1_1,44,496_leaf1_1.tif_44,679.9316406,269.7430172,479.8297547,23.79702692,36.53895018,3.011303036,682.9181394,0.78903679,1.535441814,0
Z019E0047,496,1,1,496_leaf1_1,45,496_leaf1_1.tif_45,787.3535156,396.1986238,383.0645448,26.57114685,37.82579015,3.032680626,789.3837643,0.779728509,1.423566336,0
Z019E0047,496,1,1,496_leaf1_1,46,496_leaf1_1.tif_46,762.9394531,494.8182132,168.2322605,23.93225991,40.96147291,3.01175189,769.9263035,0.550153105,1.711558919,0
Z019E0047,496,1,1,496_leaf1_1,47,496_leaf1_1.tif_47,716.5527344,123.9756091,478.2028431,26.03769967,35.03257227,3.031240722,716.4147543,0.750799456,1.345455732,0
Z019E0047,496,1,1,496_leaf1_1,48,496_leaf1_1.tif_48,792.2363281,330.1335771,384.984366,25.57666908,39.5719573,3.103560215,794.9162913,0.820676084,1.547189635,0
Z019E0047,496,1,1,496_leaf1_1,49,496_leaf1_1.tif_49,1026.611328,395.4263435,271.0043722,27.7672363,47.29275726,3.085329178,1031.376359,0.845426461,1.703185609,0
Z019E0047,496,1,1,496_leaf1_1,50,496_leaf1_1.tif_50,909.4238281,284.8891515,48.879856,25.02791991,46.48944126,3.003633516,913.8374765,0.744967294,1.857503198,0
Z019E0047,496,1,1,496_leaf1_1,51,496_leaf1_1.tif_51,570.0683594,7.642684623,135.6645319,26.83169088,27.85942388,2.773521653,587.0972614,-0.217454796,1.038302953,edge
Z019E0047,496,1,1,496_leaf1_1,52,496_leaf1_1.tif_52,687.2558594,250.2082693,342.4296666,24.98965848,35.08791258,0.041001051,688.6645611,0.843213395,1.404097323,0
Z019E0047,496,1,1,496_leaf1_1,53,496_leaf1_1.tif_53,926.5136719,249.2712878,153.7500879,27.51040233,42.92851492,2.975213084,927.5400861,0.820800949,1.560446641,0
Z019E0047,496,1,1,496_leaf1_1,54,496_leaf1_1.tif_54,726.3183594,294.6539893,362.4461677,22.67548065,40.94887567,3.116633747,729.2700274,0.858368777,1.80586583,0
Z019E0047,496,1,1,496_leaf1_1,55,496_leaf1_1.tif_55,767.8222656,95.4721236,364.3847737,24.41242291,40.09827816,2.996536128,768.8232182,0.821413619,1.642535782,0
Z019E0047,496,1,1,496_leaf1_1,56,496_leaf1_1.tif_56,1014.404297,436.3703032,168.9188862,27.82380278,46.44066312,0.013830561,1014.856833,0.817171433,1.669098343,0
Z019E0047,496,1,1,496_leaf1_1,57,496_leaf1_1.tif_57,748.2910156,479.6874279,452.0148704,24.03261387,39.75816592,3.099979562,750.4421723,0.777654626,1.654342142,0
Z019E0047,496,1,1,496_leaf1_1,58,496_leaf1_1.tif_58,1004.638672,53.89184737,38.60901691,30.49803226,42.00400349,2.882735473,1006.126034,0.818549546,1.377269298,0
Z019E0047,496,1,1,496_leaf1_1,59,496_leaf1_1.tif_59,604.2480469,358.3753662,457.8343312,21.98757503,35.23528336,3.041010994,608.4781452,0.81206728,1.60250884,0
Z019E0047,496,1,2,496_leaf1_2,1,496_leaf1_2.tif_1,875.2441406,239.8384195,265.2940588,27.42814306,40.88365293,0.00549933,880.7161905,0.709267339,1.490573126,0
Z019E0047,496,1,2,496_leaf1_2,2,496_leaf1_2.tif_2,743.4082031,213.0142752,429.784794,26.31381149,36.04795312,0.000357929,744.9965303,0.809055411,1.369925187,0
Z019E0047,496,1,2,496_leaf1_2,3,496_leaf1_2.tif_3,794.6777344,63.31055804,456.232582,24.50902775,41.60605976,3.055196572,800.8894143,0.599766359,1.697580997,0
Z019E0047,496,1,2,496_leaf1_2,4,496_leaf1_2.tif_4,1116.943359,183.0396022,82.41850604,28.76501477,49.58113817,3.134871508,1120.136566,0.805759237,1.72366114,0
Z019E0047,496,1,2,496_leaf1_2,5,496_leaf1_2.tif_5,743.4082031,158.2270878,355.3563578,23.9038961,39.8115645,3.125842111,747.4253415,0.79317433,1.665484335,0
Z019E0047,496,1,2,496_leaf1_2,6,496_leaf1_2.tif_6,1121.826172,314.8107606,77.94643014,28.54338987,50.23668304,3.011404726,1126.202242,0.600783047,1.760011101,0
Z019E0047,496,1,2,496_leaf1_2,7,496_leaf1_2.tif_7,762.9394531,64.59641578,360.2173956,23.65915848,41.22209059,0.05809452,765.9831006,0.819411747,1.742331226,0
Z019E0047,496,1,2,496_leaf1_2,8,496_leaf1_2.tif_8,992.4316406,380.925311,75.17196903,27.22437367,46.63747615,3.058705663,997.2012596,0.87320467,1.71307802,0
Z019E0047,496,1,2,496_leaf1_2,9,496_leaf1_2.tif_9,721.4355469,192.4116302,259.0416273,27.54228675,33.59741863,0.093754806,726.7679849,0.742863037,1.219848553,0
Z019E0047,496,1,2,496_leaf1_2,10,496_leaf1_2.tif_10,755.6152344,420.1644865,434.0943132,24.42606349,39.63576564,3.089622662,760.3798766,0.832939042,1.622683314,0
Z019E0047,496,1,2,496_leaf1_2,11,496_leaf1_2.tif_11,1209.716797,37.38123806,81.63896786,30.498569,50.72190743,0.009708608,1214.968228,0.758841437,1.663091387,0
Z019E0047,496,1,2,496_leaf1_2,12,496_leaf1_2.tif_12,1031.494141,248.4795569,83.35081471,26.90898047,48.9389364,0.023438436,1034.288394,0.80956059,1.818684155,0
Z019E0047,496,1,2,496_leaf1_2,13,496_leaf1_2.tif_13,677.4902344,155.5216715,286.7365927,24.74513584,35.16984156,3.129090079,683.5182827,0.737786278,1.421283026,0
Z019E0047,496,1,2,496_leaf1_2,14,496_leaf1_2.tif_14,648.1933594,108.9912396,358.8284197,22.10849904,37.56516361,3.094692934,652.2805446,0.777246493,1.699127722,0
Z019E0047,496,1,2,496_leaf1_2,15,496_leaf1_2.tif_15,1011.962891,367.3795194,188.8386839,27.21174148,47.51800202,3.079917183,1015.5572,0.864476751,1.746231569,0
Z019E0047,496,1,2,496_leaf1_2,16,496_leaf1_2.tif_16,943.6035156,432.6839579,76.25657157,26.92255731,44.76435318,3.051247572,946.5389832,0.771668982,1.662708065,0
Z019E0047,496,1,2,496_leaf1_2,17,496_leaf1_2.tif_17,836.1816406,54.06641249,262.1858835,27.39519478,38.9817591,3.103194306,838.7368173,0.873486942,1.422941483,0
Z019E0047,496,1,2,496_leaf1_2,18,496_leaf1_2.tif_18,780.0292969,463.3158379,265.1362584,26.77463795,37.16759568,0.010839383,781.5881324,0.659234101,1.388164267,0
Z019E0047,496,1,2,496_leaf1_2,19,496_leaf1_2.tif_19,948.4863281,117.067331,259.8867476,28.30284082,42.83618675,0.100437517,952.2055607,0.746115581,1.513494247,0
Z019E0047,496,1,2,496_leaf1_2,20,496_leaf1_2.tif_20,650.6347656,244.0403462,357.3083798,23.78428481,35.08659285,0.108825267,655.4222423,0.824045927,1.475200669,0
Z019E0047,496,1,2,496_leaf1_2,21,496_leaf1_2.tif_21,738.5253906,202.871915,356.5648869,25.70214103,36.84215763,0.181072184,743.7110599,0.853878082,1.433427573,0
Z019E0047,496,1,2,496_leaf1_2,22,496_leaf1_2.tif_22,806.8847656,232.6272817,455.501046,25.45398443,40.43290731,3.088352871,808.3149769,0.890643058,1.588470655,0
Z019E0047,496,1,2,496_leaf1_2,23,496_leaf1_2.tif_23,457.7636719,7.775662728,458.080108,24.13668063,24.87811232,0.309065096,471.6120028,-0.217669849,1.030718047,edge
Z019E0047,496,1,2,496_leaf1_2,24,496_leaf1_2.tif_24,435.7910156,506.4849646,436.0738938,24.71594141,23.21817759,2.840748734,450.7078965,0.062935496,0.9394009,edge
Z019E0047,496,1,2,496_leaf1_2,25,496_leaf1_2.tif_25,987.5488281,232.3061081,180.5292672,28.80109314,43.84489554,0.130918702,991.7858153,0.824389667,1.522334424,0
Z019E0047,496,1,2,496_leaf1_2,26,496_leaf1_2.tif_26,675.0488281,320.8937424,360.8328074,24.90724732,34.71330103,0.048715352,679.0652848,0.847966303,1.393702828,0
Z019E0047,496,1,2,496_leaf1_2,27,496_leaf1_2.tif_27,411.3769531,507.9765108,267.1590034,30.54327385,18.07348476,0.049173083,433.55816,-0.21777678,0.59173371,edge
Z019E0047,496,1,2,496_leaf1_2,28,496_leaf1_2.tif_28,718.9941406,290.0303129,430.0921369,25.28605855,36.32472636,0.164636456,721.3954053,0.823421828,1.436551541,0
Z019E0047,496,1,2,496_leaf1_2,29,496_leaf1_2.tif_29,721.4355469,345.7585731,156.4578094,26.24439723,35.76459372,2.992711611,737.1905847,-0.317578114,1.362751577,0
Z019E0047,496,1,2,496_leaf1_2,30,496_leaf1_2.tif_30,994.8730469,100.1923937,181.3678927,25.93128628,49.51017666,3.121442739,1008.3433,-0.133399218,1.909283486,0
Z019E0047,496,1,2,496_leaf1_2,31,496_leaf1_2.tif_31,877.6855469,168.3337451,453.92858,26.60437704,42.06308122,3.022176484,878.9092963,0.824818341,1.581058679,0
Z019E0047,496,1,2,496_leaf1_2,32,496_leaf1_2.tif_32,821.5332031,169.2937473,179.6919802,23.60011541,44.91027821,3.121104898,832.4338915,0.322272217,1.902968584,0
Z019E0047,496,1,2,496_leaf1_2,33,496_leaf1_2.tif_33,692.1386719,489.6939132,183.7768327,21.91723224,40.67927585,3.106721921,700.2430453,0.042060803,1.856040736,0
Z019E0047,496,1,2,496_leaf1_2,34,496_leaf1_2.tif_34,863.0371094,294.2959792,183.1364254,26.83054277,41.17499724,0.143008835,867.6666767,0.545062398,1.534631542,0
Z019E0047,496,1,2,496_leaf1_2,35,496_leaf1_2.tif_35,235.5957031,137.2707543,509.9046682,10.07718108,31.1851114,0.023627662,246.8176675,-2.175934145,3.094626478,edge
Z019E0047,496,1,2,496_leaf1_2,36,496_leaf1_2.tif_36,284.4238281,56.29551184,9.800721399,12.7158026,29.05635175,0.165238912,290.1848554,0.189772051,2.285058415,noise
Z019E0047,496,1,2,496_leaf1_2,37,496_leaf1_2.tif_37,592.0410156,282.8902236,357.6264278,22.76746745,33.29463374,0.043189035,595.3588963,0.87276939,1.46237757,0
Z019E0047,496,1,2,496_leaf1_2,38,496_leaf1_2.tif_38,748.2910156,472.545612,434.5093871,24.93879212,38.36115065,3.083400166,751.3753131,0.637125594,1.538212054,0
Z019E0047,496,1,2,496_leaf1_2,39,496_leaf1_2.tif_39,721.4355469,11.69541241,260.0784134,25.31296851,36.71116278,0.254567064,729.845779,0.534740051,1.450290699,edge
Z019E0047,496,1,2,496_leaf1_2,40,496_leaf1_2.tif_40,965.5761719,302.002713,268.5120584,27.49524567,44.75194302,0.208996573,966.4054752,0.792113211,1.627624774,0
Z019E0047,496,1,2,496_leaf1_2,41,496_leaf1_2.tif_41,865.4785156,443.027503,294.4968074,30.17494338,36.77240922,0.153655548,871.4820167,0.688467545,1.218640537,0
Z019E0047,496,1,2,496_leaf1_2,42,496_leaf1_2.tif_42,731.2011719,37.32545975,432.6168471,25.26865328,36.91858345,0.024208391,732.6845042,0.874241246,1.461042781,0
Z019E0047,496,1,2,496_leaf1_2,43,496_leaf1_2.tif_43,826.4160156,18.6718412,359.0580392,26.66009422,39.58142287,0.016717272,828.7870632,0.809105632,1.48466928,0
Z019E0047,496,1,2,496_leaf1_2,44,496_leaf1_2.tif_44,916.7480469,359.4780516,271.1880996,26.63496685,43.94801614,3.119720521,919.3509248,0.768269856,1.650012046,0
Z019E0047,496,1,2,496_leaf1_2,45,496_leaf1_2.tif_45,946.0449219,114.0950925,452.7721778,25.87807681,46.79920962,3.109423883,951.1749348,0.585090193,1.808450062,0
Z019E0047,496,1,2,496_leaf1_2,46,496_leaf1_2.tif_46,782.4707031,501.6876602,358.6607464,27.53177993,36.46465901,0.256315015,788.4902502,0.791110067,1.324457013,edge
Z019E0047,496,1,2,496_leaf1_2,47,496_leaf1_2.tif_47,970.4589844,427.4378464,183.4985338,28.28998753,43.69776658,0.046248253,970.9164914,0.864441017,1.544637181,0
Z019E0047,496,1,2,496_leaf1_2,48,496_leaf1_2.tif_48,731.2011719,74.18446177,292.1014678,28.86900362,32.45261511,3.124927689,735.8196398,0.588256496,1.124133536,0
Z019E0047,496,1,2,496_leaf1_2,49,496_leaf1_2.tif_49,692.1386719,359.3519033,362.4907961,23.81012479,37.23633973,3.101026642,696.3355005,0.627379049,1.563886794,0
Z019E0047,496,1,2,496_leaf1_2,50,496_leaf1_2.tif_50,650.6347656,458.5611546,459.1198945,21.01408667,39.74892685,3.100136458,656.0331849,0.781742057,1.891537209,0
Z019E0047,496,1,2,496_leaf1_2,51,496_leaf1_2.tif_51,675.0488281,404.435593,361.2953023,23.23606463,37.13110868,0.034958165,677.6264879,0.820527642,1.597994724,0
Z019E0047,496,1,2,496_leaf1_2,52,496_leaf1_2.tif_52,653.0761719,10.87329332,181.3599496,24.94916947,34.13266757,0.121539026,668.8307091,0.352995241,1.368088329,edge
Z019E0047,496,1,2,496_leaf1_2,53,496_leaf1_2.tif_53,714.1113281,111.8996268,290.5869627,25.90698132,35.46031436,0.173968872,721.5214966,0.752092183,1.36875516,0
Z019E0047,496,1,2,496_leaf1_2,54,496_leaf1_2.tif_54,916.7480469,413.4843169,265.7216794,28.70873574,40.80256823,0.057456406,920.0076716,0.831853276,1.421259668,0
Z019E0047,496,1,2,496_leaf1_2,55,496_leaf1_2.tif_55,902.0996094,488.2257071,74.1038272,26.17657664,43.98110279,0.004954593,904.2090413,0.719008128,1.680170153,0
Z019E0047,496,1,2,496_leaf1_2,56,496_leaf1_2.tif_56,919.1894531,115.3022594,82.96363416,23.32517397,50.33751956,0.11330552,922.1606459,0.613478983,2.158076918,0
Z019E0047,496,1,2,496_leaf1_2,57,496_leaf1_2.tif_57,792.2363281,159.9601771,256.582797,28.60588681,35.40222687,0.045634814,795.3822194,0.765269953,1.237585365,0
Z019E0047,496,1,2,496_leaf1_2,58,496_leaf1_2.tif_58,755.6152344,279.1188158,454.1885727,24.37148147,39.74044939,0.043079418,760.6845311,0.818420998,1.63061279,0
Z019E0047,496,1,2,496_leaf1_2,59,496_leaf1_2.tif_59,701.9042969,382.5142346,455.6380345,22.09129506,40.53203208,3.080540117,703.2495054,0.809012176,1.834751289,0
Z019E0047,496,1,2,496_leaf1_2,60,496_leaf1_2.tif_60,665.2832031,335.5145655,452.4463203,24.2431392,35.23116101,3.018384531,670.8195201,0.619115408,1.453242533,0
Z019E0047,496,1,2,496_leaf1_2,61,496_leaf1_2.tif_61,633.5449219,448.3310576,360.4073748,21.56139879,37.56409938,3.09533267,636.1210899,0.76427187,1.742192134,0
Z019E0047,496,1,3,496_leaf1_3,1,496_leaf1_3.tif_1,758.0566406,113.1677245,207.8855404,22.34929317,43.34497199,2.973858585,760.8383595,0.775428181,1.939433684,0
Z019E0047,496,1,3,496_leaf1_3,2,496_leaf1_3.tif_2,843.5058594,437.0497244,107.893704,27.41144885,39.32819737,0.034587969,846.6928907,0.865538561,1.434736178,0
Z019E0047,496,1,3,496_leaf1_3,3,496_leaf1_3.tif_3,760.4980469,183.274774,274.7924176,25.72023164,37.86812173,3.064498063,764.9596392,0.726695604,1.472308736,0
Z019E0047,496,1,3,496_leaf1_3,4,496_leaf1_3.tif_4,870.3613281,229.8895665,293.5621916,27.7341865,40.05386793,2.876857119,872.4685374,0.901414155,1.444205617,0
Z019E0047,496,1,3,496_leaf1_3,5,496_leaf1_3.tif_5,667.7246094,261.0963634,89.38238119,20.79570421,41.27171429,0.01801904,674.0871081,0.667261025,1.984626915,0
Z019E0047,496,1,3,496_leaf1_3,6,496_leaf1_3.tif_6,474.8535156,305.6995249,26.28731282,20.81389926,29.35844944,3.083960524,479.9283934,0.788640454,1.410521357,0
Z019E0047,496,1,3,496_leaf1_3,7,496_leaf1_3.tif_7,789.7949219,318.170383,354.8610558,24.84344837,40.58832117,3.052135549,791.9592709,0.819680014,1.633763581,0
Z019E0047,496,1,3,496_leaf1_3,8,496_leaf1_3.tif_8,653.0761719,152.0881791,30.03615126,24.43825367,34.33289869,3.134018197,658.9774021,0.86442022,1.404883473,0
Z019E0047,496,1,3,496_leaf1_3,9,496_leaf1_3.tif_9,701.9042969,322.7862353,89.84365002,22.26336565,40.4448274,0.062183119,707.2023365,0.760193284,1.816653782,0
Z019E0047,496,1,3,496_leaf1_3,10,496_leaf1_3.tif_10,765.3808594,10.64997799,33.53129931,26.23332338,38.01697374,3.049114559,783.2866725,0.154273796,1.449186334,edge
Z019E0047,496,1,3,496_leaf1_3,11,496_leaf1_3.tif_11,618.8964844,469.7144589,16.44573905,22.93103705,34.60024772,0.017269409,623.1502672,0.781542229,1.508882814,0
Z019E0047,496,1,3,496_leaf1_3,12,496_leaf1_3.tif_12,950.9277344,48.72944792,210.2031001,27.4457025,44.21313735,2.928147371,953.049738,0.819413371,1.610931159,0
Z019E0047,496,1,3,496_leaf1_3,13,496_leaf1_3.tif_13,828.8574219,183.9651529,204.4091885,25.2466155,41.88250666,3.012018789,830.4733748,0.827230224,1.658935498,0
Z019E0047,496,1,3,496_leaf1_3,14,496_leaf1_3.tif_14,784.9121094,100.4433452,98.81399819,24.9832167,40.05295384,0.010485904,785.9099485,0.817926891,1.603194429,0
Z019E0047,496,1,3,496_leaf1_3,15,496_leaf1_3.tif_15,880.1269531,425.6212934,492.9498784,26.64774858,42.27062828,3.022272797,884.6859016,0.832491327,1.586273908,0
Z019E0047,496,1,3,496_leaf1_3,16,496_leaf1_3.tif_16,946.0449219,41.61399759,481.986192,25.08598702,48.07948813,3.060602831,947.2855445,0.485105295,1.916587459,0
Z019E0047,496,1,3,496_leaf1_3,17,496_leaf1_3.tif_17,799.5605469,347.5646695,172.9484119,26.95720752,37.85880815,0.078427333,801.5520346,0.900060148,1.404403929,0
Z019E0047,496,1,3,496_leaf1_3,18,496_leaf1_3.tif_18,736.0839844,289.6012364,110.8499784,25.2996997,37.15148472,3.124640652,738.2125466,0.838082903,1.468455561,0
Z019E0047,496,1,3,496_leaf1_3,19,496_leaf1_3.tif_19,843.5058594,124.9461707,278.8212906,25.01570323,43.03606661,2.963451823,845.5419682,0.842459006,1.720362055,0
Z019E0047,496,1,3,496_leaf1_3,20,496_leaf1_3.tif_20,648.1933594,152.2760246,94.05087473,23.16890569,35.77246058,0.087353253,650.944882,0.726021266,1.543985765,0
Z019E0047,496,1,3,496_leaf1_3,21,496_leaf1_3.tif_21,823.9746094,471.850666,469.8504281,25.2528956,41.64343033,3.022823225,825.9382163,0.760110807,1.649055656,0
Z019E0047,496,1,3,496_leaf1_3,22,496_leaf1_3.tif_22,736.0839844,11.24882584,287.3774708,24.10077521,39.6426091,3.045933892,750.3832367,0.079528054,1.64486863,edge
Z019E0047,496,1,3,496_leaf1_3,23,496_leaf1_3.tif_23,838.6230469,419.1405845,171.0436719,26.73798669,40.07312727,3.136093505,841.5342956,0.885052324,1.498733908,0
Z019E0047,496,1,3,496_leaf1_3,24,496_leaf1_3.tif_24,762.9394531,398.441068,467.480819,23.58905549,41.44265177,3.046126818,767.7997564,0.74442466,1.756859311,0
Z019E0047,496,1,3,496_leaf1_3,25,496_leaf1_3.tif_25,701.9042969,137.7223316,117.2801908,24.40988348,36.7786342,0.114896783,705.1007637,0.839416061,1.506710765,0
Z019E0047,496,1,3,496_leaf1_3,26,496_leaf1_3.tif_26,811.7675781,249.2244178,500.924664,25.65855313,40.53941197,3.09897026,816.9575476,0.613910237,1.579957052,0
Z019E0047,496,1,3,496_leaf1_3,27,496_leaf1_3.tif_27,704.3457031,46.18546402,99.67976338,27.405628,32.78839077,2.979970458,705.7481397,0.872032798,1.196410853,0
